Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
rossignol-pursuit-16-ti-mens-skis-axl-3-120-tpx-bindings-2015,Y que fuea,"<h2 data-start=""378"" data-end=""444"">🛡️ The Creator’s Cure: <strong data-start=""404"" data-end=""442"">Natural Respiratory Remedies eBook</strong>
</h2>
<p data-start=""446"" data-end=""740"">Are you searching for a <strong data-start=""470"" data-end=""516"">trusted Natural Respiratory Remedies eBook</strong> to help with <strong data-start=""530"" data-end=""580"">cough, congestion, wheezing, or immune support</strong>? Whether you’re battling <strong data-start=""606"" data-end=""673"">lingering symptoms, viral infections, or strep throat treatment</strong>, having <strong data-start=""682"" data-end=""709"">safe, at-home solutions</strong> can make all the difference.</p>
<p data-start=""742"" data-end=""1106"">This <strong data-start=""747"" data-end=""770"">comprehensive guide</strong> is an extension of <em data-start=""790"" data-end=""875""><a href=""https://thecreatorscure.com/products/the-creators-cure-e-book"" target=""_new"" rel=""noopener"" data-start=""791"" data-end=""874"">The Creator’s Cure</a></em>, providing <strong data-start=""887"" data-end=""906"">proven remedies</strong> to support <strong data-start=""918"" data-end=""965"">breathing, lung health, and faster recovery</strong>. Inside, you'll find <strong data-start=""987"" data-end=""1076"">research-backed home treatments, nebulization methods, and immune-enhancing solutions</strong> to help you breathe easier.</p>
<p data-start=""1108"" data-end=""1331"">🔗 <strong data-start=""1111"" data-end=""1170"">Discover my personal journey with nebulization therapy:</strong><br data-start=""1170"" data-end=""1173"">👉 <em data-start=""1176"" data-end=""1329""><a href=""https://thecreatorscure.com/blogs/news/nebulizing-a-personal-journey-to-respiratory-wellness"" target=""_new"" rel=""noopener"" data-start=""1177"" data-end=""1328"">Nebulizing – A Personal Journey to Respiratory Wellness</a></em></p>
<hr data-start=""1333"" data-end=""1336"">
<h2 data-start=""1338"" data-end=""1381""><strong data-start=""1341"" data-end=""1379"">💡 What You’ll Learn in This eBook</strong></h2>
<p data-start=""1383"" data-end=""1706"">💨 <strong data-start=""1386"" data-end=""1413"">Nebulization techniques</strong> for lung relief &amp; respiratory support<br data-start=""1451"" data-end=""1454"">🌿 <strong data-start=""1457"" data-end=""1486"">Immune-boosting solutions</strong> to strengthen defense against infections<br data-start=""1527"" data-end=""1530"">🔄 <strong data-start=""1533"" data-end=""1571"">How to alternate treatment methods</strong> for better results<br data-start=""1590"" data-end=""1593"">🔥 <strong data-start=""1596"" data-end=""1627"">Fever management strategies</strong> for effective healing<br data-start=""1647"" data-end=""1650"">🌱 <strong data-start=""1653"" data-end=""1704"">Home remedies for congestion, cough, &amp; wheezing</strong></p>
<p data-start=""1708"" data-end=""1833"">💡 <strong data-start=""1711"" data-end=""1752"">Want expert insights on nebulization?</strong><br data-start=""1752"" data-end=""1755"">👉 <em data-start=""1758"" data-end=""1831""><a href=""https://drjockers.com/nebulizing/"" target=""_new"" rel=""noopener"" data-start=""1759"" data-end=""1830"">Dr. Jockers’ Guide to Nebulization</a></em></p>
<hr data-start=""1835"" data-end=""1838"">
<h2 data-start=""105"" data-end=""159""><strong data-start=""109"" data-end=""157"">💭 Real-World Experience, Backed by Research</strong></h2>
<p data-start=""160"" data-end=""483"">This eBook isn't just theory—it's built on <strong data-start=""203"" data-end=""228"">real-world experience</strong> and <strong data-start=""233"" data-end=""254"">years of research</strong> into effective, holistic wellness. The methods inside have been <strong data-start=""319"" data-end=""341"">tested and refined</strong> to provide <strong data-start=""353"" data-end=""392"">practical, easy-to-follow solutions</strong> for individuals and families looking to support <strong data-start=""441"" data-end=""473"">long-term respiratory health</strong> safely.</p>
<hr data-start=""1835"" data-end=""1838"">
<h2 data-start=""1840"" data-end=""1881""><strong data-start=""1843"" data-end=""1879"">🔥 Why This eBook is a Must-Have</strong></h2>
<p data-start=""1883"" data-end=""2250"">✔️ <strong data-start=""1886"" data-end=""1916"">Step-by-step home remedies</strong> for <strong data-start=""1921"" data-end=""1962"">strep throat treatment &amp; lung support</strong><br data-start=""1962"" data-end=""1965"">✔️ <strong data-start=""1968"" data-end=""2035"">Proven solutions for cough, congestion &amp; respiratory discomfort</strong><br data-start=""2035"" data-end=""2038"">✔️ <strong data-start=""2041"" data-end=""2115"">Silver biotics &amp; hydrogen peroxide nebulization for better lung health</strong><br data-start=""2115"" data-end=""2118"">✔️ <strong data-start=""2121"" data-end=""2176"">Holistic approaches to immune &amp; respiratory support</strong><br data-start=""2176"" data-end=""2179"">✔️ <strong data-start=""2182"" data-end=""2248"">Instant download – start using these healing strategies today!</strong></p>
<p data-start=""2252"" data-end=""2451"">💡 <strong data-start=""2255"" data-end=""2306"">Want to know when to support a fever naturally?</strong><br data-start=""2306"" data-end=""2309"">👉 <em data-start=""2312"" data-end=""2449""><a href=""https://naturopathicpediatrics.com/2012/12/30/dont-suppress-that-fever/"" target=""_new"" rel=""noopener"" data-start=""2313"" data-end=""2448"">Why You Shouldn’t Suppress a Fever – Naturopathic Pediatrics</a></em></p>
<hr data-start=""2453"" data-end=""2456"">
<h2 data-start=""2458"" data-end=""2523""><strong data-start=""2461"" data-end=""2521"">🌬️ How the Natural Respiratory Remedies eBook Helps You</strong></h2>
<p data-start=""2525"" data-end=""2679"">This eBook is designed to <strong data-start=""2551"" data-end=""2581"">empower you with knowledge</strong> on how to improve <strong data-start=""2600"" data-end=""2642"">respiratory function and immune health</strong> using <strong data-start=""2649"" data-end=""2676"">safe, at-home solutions</strong>.</p>
<p data-start=""2681"" data-end=""2885"">✔️ <strong data-start=""2684"" data-end=""2723"">Step-by-step nebulization protocols</strong> for clearer breathing<br data-start=""2745"" data-end=""2748"">✔️ <strong data-start=""2751"" data-end=""2813"">Techniques to reduce mucus buildup &amp; improve lung function</strong><br data-start=""2813"" data-end=""2816"">✔️ <strong data-start=""2819"" data-end=""2883"">Herbal immune-supporting remedies to promote faster recovery</strong></p>
<p data-start=""2887"" data-end=""3105"">🔗 <strong data-start=""2890"" data-end=""2944"">Read my full experience with nebulization therapy:</strong><br data-start=""2944"" data-end=""2947"">👉 <em data-start=""2950"" data-end=""3103""><a href=""https://thecreatorscure.com/blogs/news/nebulizing-a-personal-journey-to-respiratory-wellness"" target=""_new"" rel=""noopener"" data-start=""2951"" data-end=""3102"">Nebulizing – A Personal Journey to Respiratory Wellness</a></em></p>
<hr data-start=""3107"" data-end=""3110"">
<h2 data-start=""3112"" data-end=""3170""><strong data-start=""3115"" data-end=""3168"">🩺 Strep Throat Treatment &amp; Fever Support at Home</strong></h2>
<p data-start=""3172"" data-end=""3333"">If you're dealing with <strong data-start=""3195"" data-end=""3221"">strep throat treatment</strong>, choosing <strong data-start=""3232"" data-end=""3252"">at-home remedies</strong> can help you recover <strong data-start=""3274"" data-end=""3309"">without unnecessary medications</strong>. This eBook provides:</p>
<p data-start=""3335"" data-end=""3531"">✔️ <strong data-start=""3338"" data-end=""3402"">Herbal remedies for throat discomfort &amp; immune strengthening</strong><br data-start=""3402"" data-end=""3405"">✔️ <strong data-start=""3408"" data-end=""3462"">Fever management strategies for safe, at-home care</strong><br data-start=""3462"" data-end=""3465"">✔️ <strong data-start=""3468"" data-end=""3529"">Anti-inflammatory treatments for throat pain &amp; irritation</strong></p>
<hr data-start=""3533"" data-end=""3536"">
<h2 data-start=""3538"" data-end=""3602""><strong data-start=""3541"" data-end=""3600"">🏡 Home Remedies for Cough, Wheezing &amp; Chest Congestion</strong></h2>
<p data-start=""3604"" data-end=""3811"">Persistent <strong data-start=""3615"" data-end=""3654"">cough, lung congestion, or wheezing</strong> can be exhausting. Instead of relying on pharmaceuticals, this eBook teaches <strong data-start=""3732"" data-end=""3763"">safe, home-based treatments</strong> to clear the airways and support lung health.</p>
<p data-start=""3813"" data-end=""3989"">✔️ <strong data-start=""3816"" data-end=""3873"">Methods to reduce mucus &amp; improve breathing naturally</strong><br data-start=""3873"" data-end=""3876"">✔️ <strong data-start=""3879"" data-end=""3929"">Lung-supporting supplements &amp; herbal solutions</strong><br data-start=""3929"" data-end=""3932"">✔️ <strong data-start=""3935"" data-end=""3987"">Breathing techniques from respiratory therapists</strong></p>
<hr data-start=""3991"" data-end=""3994"">
<h2 data-start=""3996"" data-end=""4049""><strong data-start=""3999"" data-end=""4047"">📥 Get Instant Access – Start Healing Today!</strong></h2>
<p data-start=""4051"" data-end=""4403"">The <strong data-start=""4055"" data-end=""4093"">Natural Respiratory Remedies eBook</strong> is an essential guide for those looking to <strong data-start=""4137"" data-end=""4237"">strengthen lung health, enhance immune support, and recover naturally from respiratory illnesses</strong>. Whether you need help with <strong data-start=""4266"" data-end=""4337"">at-home treatments for cough, congestion, or strep throat treatment</strong>, this guide provides the <strong data-start=""4363"" data-end=""4400"">science-backed solutions you need</strong>.</p>
<p data-start=""4405"" data-end=""4465"">💻 <strong data-start=""4408"" data-end=""4463"">Download now and take control of your health today!</strong></p>
<hr data-start=""4467"" data-end=""4470"">
<h2 data-start=""4472"" data-end=""4507""><strong data-start=""4475"" data-end=""4505"">🔑 Why You Need This eBook</strong></h2>
<p data-start=""4509"" data-end=""4743"">📌 <strong data-start=""4512"" data-end=""4539"">Easy-to-follow remedies</strong> backed by scientific research<br data-start=""4569"" data-end=""4572"">📌 <strong data-start=""4575"" data-end=""4616"">Effective for adults &amp; children alike</strong><br data-start=""4616"" data-end=""4619"">📌 <strong data-start=""4622"" data-end=""4679"">Step-by-step guides for respiratory &amp; immune recovery</strong><br data-start=""4679"" data-end=""4682"">📌 <strong data-start=""4685"" data-end=""4741"">Instant access – start using these treatments today!</strong></p>
<p data-start=""4745"" data-end=""4799"">🚀 <strong data-start=""4748"" data-end=""4797"">Take charge of your respiratory wellness now!</strong></p>
<p data-start=""4801"" data-end=""4867"">🔗 <strong data-start=""4804"" data-end=""4865"">Click ‘Add to Cart’ and begin your healing journey today!</strong></p>",Rossignol,,Skis,Skis,true,Size,163cm,,,,,,,,,11339.990686948,shopify,deny,manual,599.00,850.00,true,true,,,,,'012356010985,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/y-que-fuea-linhnguyen4-1.jpg?v=1778661113,1,Y que fuea - linhnguyen4,false,,,,,,,,,,,,,lb,,,,,,active
rossignol-experience-88-bslt-flat-2015,88 BSLT Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li><span>AUTO TURN ROCKER</span></li>
<li><span>AIR TIP</span></li>
<li><span>MINICAP SANDWICH</span></li>
<li><span>WOOD</span></li>
<li><span>FIBERGLASS</span></li>
<li><span>BASALT</span></li>
</ul>",Rossignol,,Skis,Skis,true,Size,164cm,,,,,,,,,11339.990686948,shopify,deny,manual,649.00,,true,true,,,,,'012356010923,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/88-bslt-skis-linhnguyen4-1.jpg?v=1778661112,1,88 BSLT Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/88-bslt-skis-linhnguyen4-1.jpg?v=1778661112,lb,,,,,,active
rossignol-experience-88-bslt-flat-2015,,,,,,,,,172cm,,,,,,,,,11339.990686948,shopify,deny,manual,649.00,,true,true,,,,,'3607681608661,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/88-bslt-skis-linhnguyen4-1.jpg?v=1778661112,lb,,,,,,
rossignol-experience-88-bslt-flat-2015,,,,,,,,,180cm,,,,,,,,,11339.990686948,shopify,deny,manual,649.00,,true,true,,,,,'3607681608678,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/88-bslt-skis-linhnguyen4-1.jpg?v=1778661112,lb,,,,,,
rossignol-experience-84-ca-flat-2015,84 CA Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">AUTO TURN ROCKER</span></li>
<li><span style=""line-height: 1.2;"">AIR TIP</span></li>
<li><span style=""line-height: 1.2;"">SANDWICH MAXI CAP</span></li>
<li><span style=""line-height: 1.2;"">PAULOWNIA WOOD</span></li>
<li><span style=""line-height: 1.2;"">FIBERGLASS</span></li>
<li><span style=""line-height: 1.2;"">CARBON</span></li>
</ul>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">",Rossignol,,Skis,Skis,true,Size,162cm,,,,,,,,,11339.990686948,shopify,deny,manual,549.00,,true,true,,,,,'012356010893,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/84-ca-skis-linhnguyen4-1.jpg?v=1778661111,1,84 CA Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/84-ca-skis-linhnguyen4-1.jpg?v=1778661111,lb,,,,,,active
rossignol-experience-84-ca-flat-2015,,,,,,,,,170cm,,,,,,,,,11339.990686948,shopify,deny,manual,549.00,,true,true,,,,,'3607681637913,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/84-ca-skis-linhnguyen4-1.jpg?v=1778661111,lb,,,,,,
nordica-avenger-mens-skis-adv-p-r-evo-wb90mm-bindings-2015,Avenger 82 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">Binding: N ADV P.R. EVO WB (90mm)</span></li>
<li><span style=""line-height: 1.2;"">Binding SKU: 0C4042Q5 001</span></li>
<li><span style=""line-height: 1.2;"">DIN SETTING: 3-10 ML</span></li>
<li><span style=""line-height: 1.2;"">SYSTEM: EVO LIGHT CT</span></li>
<li><span style=""line-height: 1.2;"">SKI CONSTRUCTION: ENERGY FRAME COMPOSITE</span></li>
<li>
<span class=""value"" style=""line-height: 1.2;""><span class=""value"">*</span></span><span class=""value"" style=""line-height: 1.2;"">Graphic colors may vary</span>
</li>
</ul>
<meta charset=""utf-8"">",Nordica,,Skis,Skis,true,Size,170cm,,,,,,,,,11339.990686948,shopify,deny,manual,499.00,699.99,true,true,,,,,'012356010602,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/avenger-82-skis-linhnguyen4-1.jpg?v=1778661109,1,Avenger 82 Skis - linhnguyen4,false,"Test Avenger 82 Skis
 – linhnguyen4",Test Buy Avenger 82 Skis at the lowest price in Vietnam. Check reviews and buy Avenger 82 Skis today.  Avenger 82 Skis at the lowest price in Vietnam. Check reviews and buy Avenger 82 Skis today.,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/avenger-82-skis-linhnguyen4-1.jpg?v=1778661109,lb,,,,,,active
nordica-nrgy-80-mens-skis-flat-2015,80 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li><span>lightweight i-core Ti with torsion bridge construction, it excels on hardpack, groomers and bumps</span></li>
<li><span>80mm waisted ski will give you confidence and performance for the lift-served conditions you love</span></li>
<li>
<span class=""value""><span class=""value"">*</span></span><span class=""value"">Graphic colors may vary</span>
</li>
<li><strong>SKI ONLY-NO BINDING</strong></li>
</ul>",Nordica,,Skis,Skis,true,Size,177cm,,,,,,,,,11339.990686948,shopify,deny,manual,499.99,599.99,true,true,,,,,'012356010589,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_a3f766ce-af70-4478-a677-fcb31184e563.jpg?v=1778661108,1,80 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_a3f766ce-af70-4478-a677-fcb31184e563.jpg?v=1778661108,lb,,,,,,active
nordica-nrgy-90-mens-skis-flat-2015,90 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<ul>
<ul></ul>
</ul>
<div>
<meta charset=""utf-8"">
<ul>
<li><span>lightweight i-core Ti with torsion bridge construction and all-mountain camROCK</span></li>
<li><span>excels on hardpack groomers, bumps, crud, trees, or pow</span></li>
<li><span>90mm waisted ski will give you confidence and performance, while a tapered tail means you can carve, steer or schmear wherever you want.</span></li>
<li>
<span class=""value""><span class=""value"">*</span></span><span class=""value"">Graphic colors may vary</span>
</li>
<li><strong>SKI ONLY-NO BINDING</strong></li>
</ul>
</div>
<span style=""line-height: 1.5;""></span>
<ul>
<ul></ul>
</ul>
<ul>
<ul></ul>
</ul>
<ul>
<ul></ul>
</ul>
<ul></ul>
</div>
<ul></ul>
</div>",Nordica,,Skis,Skis,true,Size,169cm,,,,,,,,,11339.990686948,shopify,deny,manual,599.99,699.99,true,true,,,,,'012356010558,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/90-skis-linhnguyen4-1.jpg?v=1778661107,1,90 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/90-skis-linhnguyen4-1.jpg?v=1778661107,lb,,,,,,active
nordica-nrgy-90-mens-skis-flat-2015,,,,,,,,,177cm,,,,,,,,,11339.990686948,shopify,deny,manual,599.99,699.99,true,true,,,,,'012356010565,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/90-skis-linhnguyen4-1.jpg?v=1778661107,lb,,,,,,
volkl-rtm-8-0-mens-skis-10-0-fastrak-iii-bindings-2015,8.0 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<div class=""attribute"">
<ul>
<li>
<span class=""label"" style=""line-height: 1.5;"">Ski Gear Intended Use: </span><span class=""value"" style=""line-height: 1.5;"">All Mountain</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Type: </span><span class=""value"" style=""line-height: 1.5;"">Groomer/On Trail Skis (&lt;85mm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Bindings Included: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">What Binding is Included?: </span><span class=""value"" style=""line-height: 1.5;"">Marker 10.0 Fastrak</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding DIN: </span><span class=""value"" style=""line-height: 1.5;"">2.5-10</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding Weight Range: </span><span class=""value"" style=""line-height: 1.5;"">75-175 lbs.</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Waist Width: </span><span class=""value"" style=""line-height: 1.5;"">80mm</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tip/Waist/Tail Widths: </span><span class=""value"" style=""line-height: 1.5;"">126/80/110 (@165cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tail Profile: </span><span class=""value"" style=""line-height: 1.5;"">Flared</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Rocker: </span><span class=""value"" style=""line-height: 1.5;"">Tip Rocker/Camber</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Flex: </span><span class=""value"" style=""line-height: 1.5;"">Soft</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Turn Radius: </span><span class=""value"" style=""line-height: 1.5;"">11-15</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Actual Turn Radius @ Specified Length: </span><span class=""value"" style=""line-height: 1.5;"">15m (@165cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Construction Type: </span><span class=""value"" style=""line-height: 1.5;"">Cap</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Core Material: </span><span class=""value"" style=""line-height: 1.5;"">Wood</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Base Material: </span><span class=""value"" style=""line-height: 1.5;"">Extruded</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Titanium: </span><span class=""value"" style=""line-height: 1.5;"">No</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">Powershell Construction</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">Dual Wood Core</span>
</li>
</ul>
</div>",Volkl,,Skis,Skis,true,Size,144cm,,,,,,,,,11338.992783734,shopify,deny,manual,399.00,500.00,true,true,,,,,'821264559017,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy.jpg?v=1778661105,1,8.0 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy.jpg?v=1778661105,lb,,,,,,active
volkl-rtm-8-0-mens-skis-10-0-fastrak-iii-bindings-2015,,,,,,,,,151cm,,,,,,,,,11338.992783734,shopify,deny,manual,399.00,499.00,true,true,,,,,'821264559024,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy.jpg?v=1778661105,lb,,,,,,
volkl-rtm-77-mens-skis-4motion-11-0-tc-bindings-2015,77 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><div class=""v-property"">
<div class=""v-label"">
<ul>
<li><span style=""line-height: 1.5;"">DRIVING SKILLS</span></li>
<li><span style=""line-height: 1.5;"">Advanced, ambitious</span></li>
<li><span style=""line-height: 1.5;"">TERRAIN</span></li>
<li><span style=""line-height: 1.5;"">100% On-Piste, 50% Off-Piste</span></li>
<li><span style=""line-height: 1.5;"">CORE</span></li>
<li><span style=""line-height: 1.5;"">Dual Woodcore Special</span></li>
<li><span style=""line-height: 1.5;"">TECHNOLOGY</span></li>
<li><span style=""line-height: 1.5;"">XTD Transmission</span></li>
<li><span style=""line-height: 1.5;"">Powered by Steel</span></li>
<li><span style=""line-height: 1.5;"">BINDING</span></li>
<li><span style=""line-height: 1.5;"">4Motion 11.0 TC D</span></li>
<li><span style=""line-height: 1.5;"">ROCKER</span></li>
<li><span style=""line-height: 1.5;"">Full Rocker</span></li>
<li>
<span class=""value"" style=""line-height: 1.5;""><span class=""value"">*</span></span><span class=""value"" style=""line-height: 1.5;"">Graphic colors may vary</span>
</li>
</ul>
</div>
</div>",Volkl,,Skis,Skis,true,Title,166cm,,,,,,,,,11339.990686948,shopify,deny,manual,575.00,699.00,true,true,,,,,'821264554739,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/77-skis-linhnguyen4-1.jpg?v=1778661105,1,77 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/77-skis-linhnguyen4-1.jpg?v=1778661105,lb,,,,,,active
volkl-rtm-77-mens-skis-4motion-11-0-tc-bindings-2015,,,,,,,,,171cm,,,,,,,,,11339.990686948,shopify,deny,manual,575.00,699.00,true,true,,,,,'821264554746,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/77-skis-linhnguyen4-1.jpg?v=1778661105,lb,,,,,,
volkl-rtm-81-mens-skis-ipt-wr-12-0-bindings-2015,8.1 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"" rel=""noopener"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p>
<div class=""v-property"">
<div class=""v-label"">
<ul>
<li><span style=""line-height: 1.5;"">DRIVING SKILLS</span></li>
<li><span style=""line-height: 1.5;"">Ambitious, professional</span></li>
<li><span style=""line-height: 1.5;"">TERRAIN</span></li>
<li><span style=""line-height: 1.5;"">100% On-Piste, 70% Off-Piste</span></li>
<li><span style=""line-height: 1.5;"">CORE</span></li>
<li><span style=""line-height: 1.5;"">XTD Sensor Woodcore</span></li>
<li><span style=""line-height: 1.5;"">TECHNOLOGY</span></li>
<li><span style=""line-height: 1.5;"">Dual XTD Transmission Sidewall</span></li>
<li><span style=""line-height: 1.5;"">Powered by Steel</span></li>
<li><span style=""line-height: 1.5;"">BINDING</span></li>
<li><span style=""line-height: 1.5;"">iPT WR 12.0 D RTM 80</span></li>
<li><span style=""line-height: 1.5;"">ROCKER</span></li>
<li><span style=""line-height: 1.2;"">Full Rocker</span></li>
<li>
<span class=""value"" style=""line-height: 1.2;""><span class=""value"">*</span></span><span class=""value"" style=""line-height: 1.2;"">Graphic colors may vary</span>
</li>
</ul>
</div>
</div>",Volkl,,Skis,Skis,true,Size,171cm,,,,,,,,,11339.990686948,shopify,deny,manual,750.00,1065.00,true,true,,,,,'821264554654,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy.jpg?v=1778661103,1,8.1 Skis - linhnguyen4,false,Test 8.1 Skis – linhnguyen4cxzczxczxcn4cxzczxczxcn4cxzczxczxc,Test Buy 8.1 Skis at the lowest price in Vietnam. Check reviews and buy 8.1 Skis today.czxczxczxcz,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/Untitled-1_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy_copy.jpg?v=1778661103,lb,,,,,,active
